map,i,source,s,h,w,e
random-400-33,4,56518,1.49073e+07,708903,1336,4.86438e+06
random-400-33,4,32846,1.42657e+07,723715,524,4.92284e+06
random-400-33,4,33347,1.47756e+07,696137,580,5.05563e+06
random-400-33,4,31626,1.22437e+07,712781,432,4.91876e+06
random-400-33,4,40019,1.491e+07,788135,886,4.9884e+06
random-400-33,4,38669,1.46008e+07,710809,858,4.87476e+06
random-400-33,4,102206,1.41208e+07,700520,449,4.84318e+06
random-400-33,4,52256,1.43575e+07,717834,601,5.48706e+06
random-400-33,4,59931,1.47784e+07,859964,827,4.91888e+06
random-400-33,4,59681,1.55987e+07,729291,410,5.00156e+06
random-400-33,4,96063,1.36142e+07,707252,600,4.84395e+06
random-400-33,4,19962,1.36424e+07,666337,489,4.94644e+06
random-400-33,4,31775,1.4213e+07,771428,1349,4.77257e+06
random-400-33,4,70394,1.46057e+07,668523,369,4.97564e+06
random-400-33,4,13579,1.47426e+07,703730,499,4.84452e+06
random-400-33,4,94363,1.43008e+07,711449,849,4.75348e+06
random-400-33,4,90514,1.46132e+07,756387,509,4.76644e+06
random-400-33,4,71497,1.30902e+07,674988,1467,5.20679e+06
random-400-33,4,196,1.53213e+07,711092,785,4.97288e+06
random-400-33,4,6151,1.49545e+07,779733,517,4.94571e+06
random-400-33,4,102100,1.37568e+07,716097,484,4.79430e+06
random-400-33,4,97866,1.44295e+07,720688,556,5.07114e+06
random-400-33,4,30793,1.59981e+07,757318,1314,5.31717e+06
random-400-33,4,27096,1.57369e+07,689535,592,4.89838e+06
random-400-33,4,42304,1.47343e+07,669340,1243,4.93976e+06
random-400-33,4,63936,1.31356e+07,728240,485,4.81929e+06
random-400-33,4,70923,1.19662e+07,669139,1137,4.93923e+06
random-400-33,4,15349,1.34287e+07,737877,456,4.90701e+06
random-400-33,4,72861,1.38588e+07,672120,546,4.82351e+06
random-400-33,4,49551,1.31305e+07,678832,447,4.81488e+06
random-400-33,4,50330,1.47773e+07,726216,1426,5.03062e+06
random-400-33,4,16518,1.23666e+07,671078,453,4.97202e+06
random-400-33,4,22394,1.35884e+07,710363,486,4.97971e+06
random-400-33,4,100861,1.24253e+07,747752,788,5.08493e+06
random-400-33,4,91492,1.4888e+07,727406,560,4.85815e+06
random-400-33,4,10569,1.35307e+07,703796,1758,4.83316e+06
random-400-33,4,66820,1.44699e+07,711688,340,4.87003e+06
random-400-33,4,32111,1.44693e+07,764136,380,4.82567e+06
random-400-33,4,24012,1.51236e+07,714228,2575,4.91442e+06
random-400-33,4,9165,1.45888e+07,686752,454,4.85595e+06
random-400-33,4,87636,1.2513e+07,696494,445,4.92313e+06
random-400-33,4,101361,1.24216e+07,663788,2396,4.84972e+06
random-400-33,4,42307,1.41066e+07,723988,578,4.77896e+06
random-400-33,4,5840,1.41411e+07,705764,512,4.96874e+06
random-400-33,4,78827,1.42258e+07,719731,1592,4.92651e+06
random-400-33,4,50305,1.34444e+07,670121,2930,4.80712e+06
random-400-33,4,56331,1.32079e+07,715851,512,4.86539e+06
random-400-33,4,44475,1.51602e+07,670745,1124,4.94281e+06
random-400-33,4,57036,1.54433e+07,714145,468,4.98465e+06
random-400-33,4,100428,1.42283e+07,713229,1205,4.8993e+06
random-400-33,4,54038,1.33734e+07,677693,440,5.03977e+06
random-400-33,4,46136,1.44015e+07,817106,1908,4.82862e+06
random-400-33,4,56512,1.45894e+07,705036,431,4.87205e+06
random-400-33,4,55788,1.23395e+07,671157,501,4.86076e+06
random-400-33,4,28790,1.25389e+07,726573,471,4.90587e+06
random-400-33,4,273,1.24006e+07,668578,530,4.93333e+06
random-400-33,4,74691,1.41289e+07,710922,484,4.83752e+06
random-400-33,4,85101,1.49418e+07,759353,483,4.83129e+06
random-400-33,4,28102,1.50029e+07,750881,1012,5.45664e+06
random-400-33,4,62811,1.42472e+07,1.08588e+06,701,5.37464e+06
random-400-33,4,3343,1.49831e+07,700085,575,5.06657e+06
random-400-33,4,32614,1.48704e+07,803901,810,4.83826e+06
random-400-33,4,8102,1.48421e+07,699851,480,4.86241e+06
random-400-33,4,20484,1.29658e+07,813515,564,4.85399e+06
random-400-33,4,96043,1.39002e+07,697227,522,4.89893e+06
random-400-33,4,65343,1.48047e+07,676876,489,5.02255e+06
random-400-33,4,98838,1.39744e+07,739873,1133,4.74964e+06
random-400-33,4,103400,1.44533e+07,704551,999,4.95874e+06
random-400-33,4,10214,1.42979e+07,742611,530,5.02389e+06
random-400-33,4,27241,1.41485e+07,669223,782,4.79620e+06
random-400-33,4,782,1.21472e+07,695911,505,5.21813e+06
random-400-33,4,48353,1.51122e+07,675471,463,4.85544e+06
random-400-33,4,72616,1.48583e+07,712910,1346,5.47383e+06
random-400-33,4,25550,1.5102e+07,748530,1726,5.36822e+06
random-400-33,4,83397,1.57469e+07,718092,508,4.90168e+06
random-400-33,4,30456,1.53558e+07,735161,363,4.94358e+06
random-400-33,4,77292,1.42182e+07,708307,368,4.88495e+06
random-400-33,4,68797,1.51963e+07,741169,541,4.84978e+06
random-400-33,4,54821,1.33977e+07,680515,1387,4.89391e+06
random-400-33,4,17661,1.368e+07,665495,407,4.87798e+06
random-400-33,4,38665,1.38625e+07,677675,523,5.03501e+06
random-400-33,4,2576,1.54672e+07,685899,996,4.98559e+06
random-400-33,4,91451,1.31201e+07,737735,1607,4.92182e+06
random-400-33,4,55775,1.46899e+07,669373,885,4.78843e+06
random-400-33,4,6137,1.523e+07,703641,1781,4.91422e+06
random-400-33,4,10451,1.31482e+07,691240,539,4.93797e+06
random-400-33,4,51047,1.46009e+07,716981,625,4.72687e+06
random-400-33,4,14477,1.34499e+07,667899,365,4.74187e+06
random-400-33,4,17454,1.38796e+07,677422,770,4.83603e+06
random-400-33,4,100776,1.15432e+07,664403,1242,4.80811e+06
random-400-33,4,86277,1.44448e+07,716099,442,4.91411e+06
random-400-33,4,49720,1.52751e+07,670127,1396,4.87518e+06
random-400-33,4,44934,1.41787e+07,674208,2066,5.15769e+06
random-400-33,4,52602,1.64345e+07,711589,1191,5.0764e+06
random-400-33,4,103105,1.21468e+07,667042,381,4.92938e+06
random-400-33,4,56595,1.25245e+07,796277,1855,4.93243e+06
random-400-33,4,53967,1.40402e+07,666478,425,4.93105e+06
random-400-33,4,62817,1.22753e+07,673407,493,4.76131e+06
random-400-33,4,47417,1.23907e+07,667864,444,4.83079e+06
random-400-33,4,37652,1.30091e+07,696249,953,4.86608e+06
random-400-33,4,65930,1.21961e+07,669957,499,4.75231e+06
random-400-33,4,13502,1.22619e+07,716154,718,4.7759e+06
random-400-33,4,50882,1.27532e+07,673837,625,4.84027e+06
random-400-33,4,75578,1.4133e+07,671177,1725,4.91788e+06
random-400-33,4,32450,1.28773e+07,673956,517,4.8176e+06
random-400-33,4,17705,1.39384e+07,668891,472,4.97586e+06
random-400-33,4,5734,1.24975e+07,664336,545,4.79628e+06
random-400-33,4,93014,1.18992e+07,666945,1684,4.72888e+06
random-400-33,4,65426,1.28566e+07,666997,1142,4.67274e+06
random-400-33,4,16097,1.42951e+07,737492,1440,5.5787e+06
random-400-33,4,49435,1.60914e+07,772917,1624,5.2136e+06
random-400-33,4,48185,1.2263e+07,724808,768,4.88442e+06
random-400-33,4,57687,1.43116e+07,676193,642,4.7921e+06
random-400-33,4,29825,1.20714e+07,672135,363,4.79217e+06
random-400-33,4,77862,1.37701e+07,745877,464,4.86129e+06
random-400-33,4,4745,1.40285e+07,718932,522,4.78835e+06
random-400-33,4,852,1.39038e+07,668519,1409,4.75939e+06
random-400-33,4,45702,1.43119e+07,673869,1375,4.85573e+06
random-400-33,4,51896,1.21154e+07,670522,2753,4.73956e+06
random-400-33,4,9577,1.23747e+07,666586,1371,4.98156e+06
random-400-33,4,55199,1.5173e+07,710537,445,4.90456e+06
random-400-33,4,3589,1.48085e+07,697567,483,4.83031e+06
random-400-33,4,47590,1.43202e+07,670222,763,4.93231e+06
random-400-33,4,2780,1.28444e+07,709137,553,4.94009e+06
random-400-33,4,99263,1.31151e+07,773355,541,5.47728e+06
random-400-33,4,50166,1.67655e+07,692336,808,5.0977e+06
random-400-33,4,88067,1.23676e+07,668119,448,4.71427e+06
random-400-33,4,50105,1.47379e+07,709822,958,4.81535e+06
random-400-33,4,51400,1.46997e+07,793617,2082,5.03378e+06
random-400-33,4,99661,1.47392e+07,711002,1589,4.84354e+06
random-400-33,4,37575,1.51749e+07,751897,965,4.76807e+06
random-400-33,4,61955,1.55788e+07,771918,569,5.31401e+06
random-400-33,4,42995,1.50267e+07,717619,483,5.12407e+06
random-400-33,4,69499,1.58191e+07,871960,513,5.69513e+06
random-400-33,4,47874,1.65868e+07,700551,454,5.601e+06
random-400-33,4,11858,1.621e+07,876956,938,5.15238e+06
random-400-33,4,19462,1.45744e+07,714359,517,4.74732e+06
random-400-33,4,50775,1.48795e+07,737654,640,4.84723e+06
random-400-33,4,42944,1.18732e+07,665229,435,4.78708e+06
random-400-33,4,51765,1.44383e+07,675812,404,4.82848e+06
random-400-33,4,6792,1.42377e+07,702457,563,4.95107e+06
random-400-33,4,60858,1.45825e+07,736420,551,4.83782e+06
random-400-33,4,11707,1.25599e+07,801110,725,4.73019e+06
random-400-33,4,80331,1.36954e+07,718930,425,4.99937e+06
random-400-33,4,85392,1.44498e+07,745894,541,5.16406e+06
random-400-33,4,98923,1.51922e+07,756534,906,4.79424e+06
random-400-33,4,42462,1.44225e+07,706681,552,4.9873e+06
random-400-33,4,68705,1.51344e+07,734334,410,4.74709e+06
random-400-33,4,48548,1.5101e+07,713141,1008,4.86571e+06
random-400-33,4,15066,1.45108e+07,706177,422,5.19684e+06
random-400-33,4,31225,1.53931e+07,675002,507,4.77046e+06
random-400-33,4,67538,1.23424e+07,680350,458,4.75725e+06
random-400-33,4,22234,1.38899e+07,709142,1249,4.74378e+06
random-400-33,4,102411,1.27006e+07,697838,470,4.88804e+06
random-400-33,4,85383,1.52162e+07,887797,829,4.68947e+06
random-400-33,4,65849,1.52761e+07,709894,771,4.84853e+06
random-400-33,4,98442,1.46504e+07,667161,559,4.9477e+06
random-400-33,4,5854,1.40705e+07,715349,549,4.93549e+06
random-400-33,4,46803,1.41766e+07,675119,846,4.93225e+06
random-400-33,4,27320,1.35127e+07,920318,1056,6.1222e+06
random-400-33,4,89561,1.63072e+07,763333,586,5.55342e+06
random-400-33,4,1404,1.45258e+07,697669,527,4.95969e+06
random-400-33,4,85671,1.48129e+07,686388,467,5.06426e+06
random-400-33,4,92637,1.39109e+07,664411,945,4.74504e+06
random-400-33,4,3096,1.31442e+07,663702,1133,4.84676e+06
random-400-33,4,21796,1.44676e+07,713820,934,4.95699e+06
random-400-33,4,44550,1.27108e+07,698291,770,4.96911e+06
random-400-33,4,91619,1.37894e+07,785656,817,4.86733e+06
random-400-33,4,16343,1.27927e+07,709875,453,4.95291e+06
random-400-33,4,74315,1.61739e+07,740895,545,4.95480e+06
random-400-33,4,64812,1.58678e+07,778920,529,4.82530e+06
random-400-33,4,50623,1.38184e+07,707707,470,4.90826e+06
random-400-33,4,65265,1.42065e+07,673503,979,5.05984e+06
random-400-33,4,53679,1.67633e+07,730880,1287,5.39478e+06
random-400-33,4,24441,1.54126e+07,712895,526,5.01959e+06
random-400-33,4,99367,1.44469e+07,721433,491,4.85122e+06
random-400-33,4,17968,1.43921e+07,703288,771,4.81985e+06
random-400-33,4,88949,1.41514e+07,703471,452,5.22852e+06
random-400-33,4,70845,1.45901e+07,761925,559,4.92236e+06
random-400-33,4,8404,1.40999e+07,743916,615,4.90567e+06
random-400-33,4,11884,1.1919e+07,827419,921,4.89591e+06
random-400-33,4,8078,1.43429e+07,684754,480,4.91902e+06
random-400-33,4,23347,1.25753e+07,713912,1135,4.73603e+06
random-400-33,4,82042,1.45093e+07,753843,434,4.94523e+06
random-400-33,4,36842,1.51735e+07,720590,723,4.89856e+06
random-400-33,4,47047,1.45437e+07,681259,314,4.71541e+06
random-400-33,4,95914,1.29228e+07,666323,403,4.85494e+06
random-400-33,4,29734,1.36705e+07,713080,1581,4.80873e+06
random-400-33,4,40065,1.49099e+07,703139,494,4.93746e+06
random-400-33,4,58829,1.17932e+07,670985,537,4.76799e+06
random-400-33,4,75395,1.31069e+07,706112,1398,4.82537e+06
random-400-33,4,33075,1.38894e+07,841458,685,4.78178e+06
random-400-33,4,81092,1.18498e+07,716146,878,4.779e+06
random-400-33,4,80789,1.44031e+07,710899,1133,4.98285e+06
random-400-33,4,54267,1.42642e+07,711363,454,5.36784e+06
random-400-33,4,18423,1.37954e+07,688191,1437,4.96311e+06
random-400-33,4,37203,1.35222e+07,672304,317,4.8842e+06
random-400-33,4,79777,1.42501e+07,670435,463,4.72544e+06
random-400-33,4,6179,1.14423e+07,772518,637,5.18869e+06
random-400-33,4,67512,1.40272e+07,732740,546,4.873e+06
random-400-33,4,82717,1.3484e+07,758604,891,4.79095e+06
random-400-33,4,20801,1.31585e+07,668348,1717,4.88018e+06
random-400-33,4,60840,1.41951e+07,679350,1034,4.90913e+06
random-400-33,4,35004,1.61636e+07,710796,478,4.85825e+06
random-400-33,4,3315,1.45705e+07,701990,437,5.44157e+06
random-400-33,4,87754,1.51375e+07,667945,1080,4.79912e+06
random-400-33,4,4196,1.20586e+07,785017,533,5.17341e+06
random-400-33,4,31643,1.42271e+07,677311,508,4.726e+06
random-400-33,4,38583,1.47932e+07,716707,1305,4.79879e+06
random-400-33,4,7058,1.50246e+07,741122,639,5.19455e+06
random-400-33,4,81808,1.66066e+07,772534,813,5.64836e+06
random-400-33,4,53547,1.56902e+07,868402,2859,5.35302e+06
random-400-33,4,25693,1.40749e+07,674138,847,4.81154e+06
random-400-33,4,28190,1.50542e+07,720777,842,4.83019e+06
random-400-33,4,84525,1.37666e+07,696613,403,4.87181e+06
random-400-33,4,61337,1.4464e+07,672643,1296,4.87682e+06
random-400-33,4,51640,1.31556e+07,670055,850,5.05868e+06
random-400-33,4,71770,1.47093e+07,841080,2267,5.13447e+06
random-400-33,4,28069,1.42441e+07,709301,861,4.76748e+06
random-400-33,4,28568,1.36837e+07,674178,442,5.48408e+06
random-400-33,4,74541,1.52053e+07,693690,483,4.87722e+06
random-400-33,4,74600,1.22288e+07,666186,904,4.91291e+06
random-400-33,4,25295,1.36152e+07,719603,572,4.73096e+06
random-400-33,4,64980,1.39895e+07,720372,527,5.31724e+06
random-400-33,4,82991,1.48133e+07,757891,599,5.535e+06
random-400-33,4,28423,1.60261e+07,680601,470,4.70938e+06
random-400-33,4,76816,1.32942e+07,679323,862,4.72864e+06
random-400-33,4,88080,1.32909e+07,707893,484,5.02087e+06
random-400-33,4,65984,1.39884e+07,722256,1476,5.05257e+06
random-400-33,4,15190,1.49382e+07,744072,529,5.05961e+06
random-400-33,4,24819,1.58543e+07,674382,872,5.0525e+06
random-400-33,4,43112,1.64617e+07,971906,565,5.55604e+06
random-400-33,4,26360,1.61026e+07,714242,476,5.12675e+06
random-400-33,4,24533,1.62119e+07,690457,525,5.04371e+06
random-400-33,4,58844,1.27036e+07,667410,486,4.78321e+06
random-400-33,4,3217,1.25431e+07,701500,463,4.91929e+06
random-400-33,4,103418,1.27374e+07,665210,489,4.90138e+06
random-400-33,4,36929,1.29932e+07,682902,995,4.8276e+06
random-400-33,4,103115,1.23298e+07,836683,604,5.3289e+06
random-400-33,4,50162,1.62427e+07,698184,581,4.9446e+06
random-400-33,4,14020,1.27315e+07,672281,520,4.91243e+06
random-400-33,4,75322,1.52815e+07,710451,505,5.01193e+06
random-400-33,4,59842,1.53562e+07,672423,400,4.84454e+06
random-400-33,4,66418,1.49034e+07,673845,1181,4.85586e+06
random-400-33,4,8163,1.40975e+07,707990,565,5.02025e+06
random-400-33,4,43073,1.46962e+07,693956,1520,4.87743e+06
random-400-33,4,64882,1.35066e+07,663069,539,5.03856e+06
random-400-33,4,25600,1.39552e+07,719166,568,4.86886e+06
random-400-33,4,4816,1.32752e+07,667435,517,4.9162e+06
random-400-33,4,32724,1.25943e+07,685489,557,5.12209e+06
random-400-33,4,53904,1.45196e+07,765806,1257,4.77892e+06
random-400-33,4,56580,1.39367e+07,822382,1301,5.53439e+06
random-400-33,4,42215,1.56629e+07,731331,879,4.9511e+06
random-400-33,4,18973,1.47467e+07,766798,441,4.77028e+06
random-400-33,4,98201,1.19283e+07,667020,476,5.13770e+06
random-400-33,4,51647,1.3053e+07,677080,518,4.88853e+06
random-400-33,4,88177,1.4668e+07,732501,628,4.86127e+06
random-400-33,4,52121,1.54834e+07,711206,2976,5.05151e+06
random-400-33,4,102723,1.32197e+07,665218,638,4.9488e+06
random-400-33,4,30346,1.24189e+07,682593,581,5.05376e+06
random-400-33,4,95844,1.37325e+07,750597,864,5.51438e+06
random-400-33,4,43388,1.58429e+07,754029,838,4.99719e+06
random-400-33,4,31651,1.28416e+07,692192,500,4.92049e+06
random-400-33,4,66969,1.20817e+07,754104,1059,5.41866e+06
random-400-33,4,48859,1.75731e+07,699445,491,4.96579e+06
random-400-33,4,89862,1.18022e+07,661390,399,4.89691e+06
random-400-33,4,52969,1.46121e+07,729516,673,5.59975e+06
random-400-33,4,75384,1.21333e+07,687497,929,5.17308e+06
random-400-33,4,25661,1.21918e+07,671463,820,5.205e+06
random-400-33,4,43979,1.48663e+07,693852,510,4.72866e+06
random-400-33,4,90267,1.4831e+07,690120,460,4.87399e+06
random-400-33,4,78878,1.45821e+07,674079,1074,4.98653e+06
random-400-33,4,32956,1.23166e+07,671861,544,4.72434e+06
random-400-33,4,46799,1.5044e+07,745479,573,5.41738e+06
random-400-33,4,81739,1.52382e+07,755394,1268,5.45219e+06
random-400-33,4,27144,1.47909e+07,706784,913,4.95941e+06
random-400-33,4,26667,1.67979e+07,866458,533,5.50882e+06
random-400-33,4,89864,1.40318e+07,703152,480,4.83082e+06
random-400-33,4,66258,1.48668e+07,798112,1447,6.01021e+06
random-400-33,4,88574,1.38521e+07,704379,447,5.22926e+06
random-400-33,4,89684,1.37146e+07,673783,811,4.93269e+06
random-400-33,4,89239,1.55575e+07,708935,1015,5.50158e+06
random-400-33,4,12076,1.48473e+07,734960,1389,4.79595e+06
random-400-33,4,11568,1.66911e+07,836117,1101,5.79337e+06
random-400-33,4,14357,1.46717e+07,755145,549,4.97653e+06
random-400-33,4,45520,1.4719e+07,741553,559,4.99895e+06
random-400-33,4,92490,1.21012e+07,747325,1387,4.79789e+06
random-400-33,4,5570,1.341e+07,729434,511,5.04894e+06
random-400-33,4,14634,1.62145e+07,830384,577,6.01723e+06
random-400-33,4,49542,1.40315e+07,695701,1153,5.04685e+06
random-400-33,4,88685,1.34255e+07,801806,2070,5.81222e+06
random-400-33,4,32030,1.61814e+07,717246,3050,4.82266e+06
random-400-33,4,75164,1.18998e+07,678410,1079,4.81273e+06
random-400-33,4,9478,1.44638e+07,812102,1302,4.83901e+06
random-400-33,4,4375,1.54741e+07,714299,482,5.27093e+06
random-400-33,4,15064,1.5009e+07,737620,2011,4.9639e+06
random-400-33,4,52064,1.49437e+07,672685,822,4.83146e+06
random-400-33,4,62557,1.22662e+07,675204,587,4.82263e+06
random-400-33,4,75372,1.22251e+07,668284,428,5.18571e+06
random-400-33,4,38714,1.50247e+07,720615,492,4.91112e+06
random-400-33,4,14332,1.33578e+07,668728,718,5.11752e+06
random-400-33,4,4457,1.3044e+07,682868,1364,4.8786e+06
random-400-33,4,58198,1.45944e+07,723520,536,5.14809e+06
random-400-33,4,73183,1.61785e+07,1.16003e+06,989,5.6484e+06
random-400-33,4,71424,1.65024e+07,691298,487,4.89859e+06
random-400-33,4,31043,1.62856e+07,880853,909,6.04087e+06
random-400-33,4,27306,1.46832e+07,703878,488,5.08085e+06
random-400-33,4,47568,1.46058e+07,676635,666,5.63333e+06
random-400-33,4,7721,1.64393e+07,724909,532,5.09863e+06
random-400-33,4,72612,1.64255e+07,736417,1906,5.44411e+06
random-400-33,4,65458,1.48503e+07,720272,535,4.94284e+06
random-400-33,4,31099,1.21145e+07,691031,535,5.00016e+06
random-400-33,4,50850,1.23224e+07,823015,628,4.93074e+06
random-400-33,4,45416,1.56983e+07,752385,630,5.1994e+06
random-400-33,4,2602,1.44146e+07,709672,1530,5.48947e+06
random-400-33,4,43091,1.63282e+07,696286,498,4.9526e+06
random-400-33,4,5640,1.50039e+07,662009,448,4.81465e+06
random-400-33,4,90167,1.29996e+07,843426,536,5.29531e+06
random-400-33,4,9777,1.69241e+07,867540,583,5.32656e+06
random-400-33,4,42785,1.4583e+07,721452,2623,5.09614e+06
random-400-33,4,9412,1.57118e+07,728954,982,5.29546e+06
random-400-33,4,43711,1.67127e+07,686427,1311,5.03416e+06
random-400-33,4,237,1.39917e+07,718049,1939,5.14607e+06
random-400-33,4,27752,1.34629e+07,788114,563,5.64324e+06
random-400-33,4,19417,1.42338e+07,671506,663,4.74787e+06
random-400-33,4,48524,1.3358e+07,712551,453,4.79812e+06
random-400-33,4,22763,1.51366e+07,724613,668,5.30113e+06
random-400-33,4,18372,1.47564e+07,712485,559,5.06152e+06
random-400-33,4,96156,1.34001e+07,710407,2542,4.94141e+06
random-400-33,4,92035,1.47449e+07,690249,495,4.92154e+06
random-400-33,4,47487,1.35897e+07,772867,1130,4.82298e+06
random-400-33,4,7130,1.43985e+07,674032,1218,5.23464e+06
random-400-33,4,43188,1.83191e+07,800119,493,5.44346e+06
random-400-33,4,86483,1.33644e+07,788577,1044,5.04518e+06
random-400-33,4,19762,1.60326e+07,723477,723,5.9666e+06
random-400-33,4,9150,1.50602e+07,688715,491,5.12468e+06
random-400-33,4,53130,1.49936e+07,724130,805,5.74654e+06
random-400-33,4,72600,1.67544e+07,691271,524,5.05121e+06
random-400-33,4,7226,1.22133e+07,706808,579,4.81215e+06
random-400-33,4,36042,1.79514e+07,763513,1576,5.33617e+06
random-400-33,4,53377,1.51231e+07,705293,1536,4.82188e+06
random-400-33,4,22257,1.67078e+07,819621,549,5.73297e+06
random-400-33,4,80674,1.51002e+07,767904,466,5.05198e+06
random-400-33,4,96651,1.48444e+07,735120,1205,4.92479e+06
random-400-33,4,91059,1.56934e+07,690504,463,5.08012e+06
random-400-33,4,86669,1.44813e+07,672849,1485,4.98894e+06
random-400-33,4,48725,1.38942e+07,761994,614,5.02141e+06
random-400-33,4,27646,1.44043e+07,675031,847,5.04932e+06
random-400-33,4,19309,1.49671e+07,818440,530,5.58032e+06
random-400-33,4,77451,1.83795e+07,773741,1472,6.07644e+06
random-400-33,4,72513,1.50435e+07,1.24748e+06,1397,6.75607e+06
random-400-33,4,70438,1.4209e+07,812380,434,6.64858e+06
random-400-33,4,28328,1.60084e+07,1.0912e+06,1602,5.96412e+06
random-400-33,4,83790,1.57363e+07,1.0604e+06,826,5.1305e+06
random-400-33,4,75825,1.49419e+07,701992,1294,4.81188e+06
random-400-33,4,23896,1.53207e+07,710025,528,5.55096e+06
random-400-33,4,71338,1.55813e+07,760421,588,5.44803e+06
random-400-33,4,81024,1.65928e+07,1.03737e+06,490,5.57033e+06
random-400-33,4,44330,1.31199e+07,690335,1627,5.04496e+06
random-400-33,4,40730,1.51294e+07,740725,561,4.8917e+06
random-400-33,4,40232,1.57964e+07,718998,524,4.71792e+06
random-400-33,4,1498,1.35377e+07,795834,636,4.81943e+06
random-400-33,4,82560,1.39882e+07,714564,1390,5.13738e+06
random-400-33,4,1173,1.51401e+07,713574,524,5.01791e+06
random-400-33,4,13956,1.24855e+07,688619,536,4.9345e+06
random-400-33,4,87023,1.26112e+07,687879,498,5.12993e+06
random-400-33,4,85384,1.5435e+07,711265,729,4.96477e+06
random-400-33,4,59601,1.19592e+07,670684,395,5.10236e+06
random-400-33,4,32597,1.46195e+07,733596,497,5.02109e+06
random-400-33,4,72972,1.50287e+07,698001,476,5.15776e+06
random-400-33,4,41154,1.68166e+07,762272,1161,5.34512e+06
random-400-33,4,49053,1.61758e+07,766365,823,5.14042e+06
random-400-33,4,76674,1.43471e+07,671606,450,5.06152e+06
random-400-33,4,33946,1.4451e+07,702800,1297,5.40789e+06
random-400-33,4,18109,1.47617e+07,689622,1525,4.79299e+06
random-400-33,4,18737,1.39215e+07,667682,975,4.90621e+06
random-400-33,4,35509,1.47974e+07,719742,1275,4.85658e+06
random-400-33,4,32294,1.49564e+07,716876,484,4.95136e+06
random-400-33,4,59314,1.5938e+07,731546,410,5.03872e+06
random-400-33,4,52570,1.56913e+07,693718,2877,4.9036e+06
random-400-33,4,86466,1.53529e+07,672571,480,5.04255e+06
random-400-33,4,4018,1.29235e+07,713784,875,5.03997e+06
random-400-33,4,46954,1.26557e+07,671312,493,5.02295e+06
random-400-33,4,60014,1.40251e+07,685937,1496,4.73683e+06
random-400-33,4,86962,1.5152e+07,771651,517,4.95123e+06
random-400-33,4,24039,1.59112e+07,716234,530,4.91858e+06
random-400-33,4,83589,1.42447e+07,703868,1249,6.09168e+06
random-400-33,4,75382,1.30885e+07,687935,528,4.93166e+06
random-400-33,4,25922,1.23153e+07,671270,465,5.03037e+06
random-400-33,4,2499,1.37559e+07,665200,1672,4.94700e+06
random-400-33,4,98893,1.46414e+07,671286,528,5.27518e+06
random-400-33,4,78192,1.5462e+07,741955,1178,4.78913e+06
random-400-33,4,52592,1.55008e+07,673834,1035,4.99805e+06
random-400-33,4,47968,1.22577e+07,723985,495,4.731e+06
random-400-33,4,11308,1.38111e+07,666777,864,4.87846e+06
random-400-33,4,86043,1.26621e+07,675255,470,4.77901e+06
random-400-33,4,22885,1.31961e+07,675140,478,4.80027e+06
random-400-33,4,71343,1.42293e+07,794022,648,5.13843e+06
random-400-33,4,62713,1.48663e+07,689269,1471,4.92313e+06
random-400-33,4,8263,1.26716e+07,787386,726,6.06566e+06
random-400-33,4,60394,1.61648e+07,866347,602,5.0279e+06
random-400-33,4,49786,1.39974e+07,741349,698,5.04401e+06
random-400-33,4,6212,1.54039e+07,743315,638,5.27074e+06
random-400-33,4,23152,1.49632e+07,709115,666,5.1162e+06
random-400-33,4,79996,1.62313e+07,749037,485,5.08253e+06
random-400-33,4,92956,1.3174e+07,767161,650,5.53338e+06
random-400-33,4,53924,1.98137e+07,799074,1607,5.82792e+06
random-400-33,4,14934,1.52651e+07,957578,624,5.67013e+06
random-400-33,4,63584,1.23527e+07,723734,3420,5.11153e+06
random-400-33,4,29299,1.58441e+07,770657,559,5.41032e+06
random-400-33,4,40270,1.59564e+07,769902,1244,4.9475e+06
random-400-33,4,33992,1.34495e+07,689319,429,4.93204e+06
random-400-33,4,5179,1.28953e+07,665058,1261,4.75946e+06
random-400-33,4,21108,1.4507e+07,670008,570,5.04399e+06
random-400-33,4,2885,1.4324e+07,666306,882,5.05646e+06
random-400-33,4,27104,1.49559e+07,755487,1278,5.116e+06
random-400-33,5,18860,1.43604e+07,716125,469,4.95212e+06
random-400-33,5,83671,1.32831e+07,666481,480,5.32969e+06
random-400-33,5,101501,1.51766e+07,707299,534,5.064e+06
random-400-33,5,44613,1.48691e+07,758073,1538,5.5873e+06
random-400-33,5,15752,1.25176e+07,786621,1521,4.96443e+06
random-400-33,5,80415,1.29661e+07,670307,1552,5.11423e+06
random-400-33,5,30085,1.24776e+07,726197,1501,4.94212e+06
random-400-33,5,2764,1.51066e+07,724142,1270,4.98009e+06
random-400-33,5,57077,1.46505e+07,706677,519,4.7037e+06
random-400-33,5,56232,1.57186e+07,867314,1004,4.97540e+06
random-400-33,5,50079,1.33328e+07,730000,1021,5.16659e+06
random-400-33,5,16288,1.55721e+07,992122,700,5.50381e+06
random-400-33,5,87147,1.3323e+07,692468,1283,4.94824e+06
random-400-33,5,58190,1.57327e+07,705227,594,4.8035e+06
random-400-33,5,54365,1.61235e+07,726044,415,4.99816e+06
random-400-33,5,53001,1.48605e+07,746251,1172,5.1783e+06
