map,i,source,s,h,w,e
Aurora,4,127452,9.11346e+07,3.24204e+06,13763,5.21398e+06
Aurora,4,459497,8.15283e+07,3.25039e+06,53177,5.22461e+06
Aurora,4,264414,9.93592e+07,3.60927e+06,2759,5.40287e+06
Aurora,4,350604,252886,3.22079e+06,1516,5.25069e+06
Aurora,4,155865,9.57627e+07,3.37593e+06,1738,4.97269e+06
Aurora,4,40986,9.79469e+07,3.24247e+06,1691,5.28543e+06
Aurora,4,299817,1.00606e+08,3.17761e+06,22086,4.97868e+06
Aurora,4,143481,8.44061e+07,3.34842e+06,16558,5.27206e+06
Aurora,4,29498,8.75617e+07,3.2201e+06,34964,5.0385e+06
Aurora,4,325284,8.44974e+07,3.11876e+06,10591,5.04472e+06
Aurora,4,415890,1.03061e+08,3.38532e+06,34629,5.27408e+06
Aurora,4,197056,9.5545e+07,3.29049e+06,43716,5.04332e+06
Aurora,4,388618,7.83622e+07,3.14025e+06,15879,5.08125e+06
Aurora,4,52845,8.7647e+07,3.18348e+06,39278,5.19643e+06
Aurora,4,273553,8.35604e+07,3.17441e+06,24695,5.05644e+06
Aurora,4,196107,9.22122e+07,3.1408e+06,15518,5.27167e+06
Aurora,4,196602,9.89686e+07,3.16756e+06,20453,5.07164e+06
Aurora,4,160976,8.62012e+07,3.46548e+06,23024,5.33704e+06
Aurora,4,154612,1.05699e+08,3.19551e+06,11692,5.01670e+06
Aurora,4,70838,9.42281e+07,3.28225e+06,40190,5.04894e+06
Aurora,4,296485,8.4935e+07,3.42085e+06,5994,5.46917e+06
Aurora,4,291138,9.49405e+07,3.21481e+06,8382,5.06703e+06
Aurora,4,117847,8.88605e+07,3.22211e+06,49730,5.35586e+06
Aurora,4,78885,9.47597e+07,3.25199e+06,40610,5.07737e+06
Aurora,4,380226,1.03584e+08,3.16002e+06,5051,5.01366e+06
Aurora,4,279151,8.23176e+07,3.42495e+06,67436,5.02935e+06
Aurora,4,289253,9.69691e+07,3.13553e+06,11209,5.10462e+06
Aurora,4,202779,1.08546e+08,3.63827e+06,34291,5.21787e+06
Aurora,4,425173,1.01344e+08,3.31888e+06,10584,5.19233e+06
Aurora,4,354069,9.79809e+07,3.55153e+06,12694,5.1373e+06
Aurora,4,293102,1.00041e+08,3.30438e+06,9318,5.06009e+06
Aurora,4,35052,8.18369e+07,3.2122e+06,23133,5.21068e+06
Aurora,4,16194,9.24168e+07,3.23961e+06,22051,5.25593e+06
Aurora,4,403304,1.02049e+08,3.67450e+06,14052,5.19724e+06
Aurora,4,120388,9.13769e+07,3.22769e+06,43486,5.30109e+06
Aurora,4,224202,9.98427e+07,3.27663e+06,31958,5.23618e+06
Aurora,4,253229,1.0273e+08,3.13348e+06,747,5.18106e+06
Aurora,4,98210,9.11147e+07,3.29378e+06,22739,5.25933e+06
Aurora,4,469211,9.04445e+07,3.16414e+06,54094,5.06292e+06
Aurora,4,236408,1.01306e+08,3.49910e+06,193455,4.97855e+06
Aurora,4,482181,9.22807e+07,3.18749e+06,16961,4.96942e+06
Aurora,4,78845,9.24873e+07,3.12339e+06,146785,5.00846e+06
Aurora,4,296734,9.32163e+07,3.44673e+06,16608,5.39715e+06
Aurora,4,201441,1.0344e+08,3.12931e+06,13625,5.19710e+06
Aurora,4,311250,8.54284e+07,3.20524e+06,28437,5.08625e+06
Aurora,4,153977,9.0879e+07,3.26237e+06,6300,5.05119e+06
Aurora,4,294950,1.01063e+08,3.32106e+06,554,5.20161e+06
Aurora,4,348941,8.47919e+07,3.14546e+06,22315,5.0825e+06
Aurora,4,356668,8.15323e+07,3.3708e+06,15676,5.81242e+06
Aurora,4,364061,1.03872e+08,3.22535e+06,2922,5.40178e+06
Aurora,4,182293,7.94331e+07,3.35559e+06,74754,5.13441e+06
Aurora,4,485549,9.42079e+07,3.13463e+06,32574,5.1034e+06
Aurora,4,452441,9.77043e+07,3.29164e+06,2216,5.11117e+06
Aurora,4,434494,1.01836e+08,3.18739e+06,286595,5.01165e+06
Aurora,4,123323,8.73473e+07,3.20931e+06,14647,5.1335e+06
Aurora,4,347633,8.353e+07,3.18889e+06,58860,5.25584e+06
Aurora,4,236374,1.00557e+08,3.23777e+06,44689,5.26232e+06
Aurora,4,194597,9.89274e+07,3.17198e+06,68508,5.31279e+06
Aurora,4,368228,8.0541e+07,3.31193e+06,13087,5.03505e+06
Aurora,4,349145,9.74517e+07,3.28964e+06,60175,5.63847e+06
Aurora,4,2230,8.84539e+07,3.30769e+06,6832,5.05740e+06
Aurora,4,134828,1.01787e+08,3.918e+06,35492,5.55897e+06
Aurora,4,6560,9.24411e+07,3.20638e+06,2552,5.09692e+06
Aurora,4,150797,8.7724e+07,3.3501e+06,29395,5.09910e+06
Aurora,4,124020,8.85642e+07,3.30480e+06,14635,5.05868e+06
Aurora,4,379778,9.56197e+07,3.39039e+06,68097,5.03669e+06
Aurora,4,226704,9.55569e+07,3.42304e+06,19317,5.67106e+06
Aurora,4,464549,1.01439e+08,3.28597e+06,46879,5.40509e+06
Aurora,4,467828,8.8133e+07,3.40752e+06,22673,5.72185e+06
Aurora,4,454716,9.49452e+07,3.21268e+06,8956,4.96896e+06
Aurora,4,17745,9.43479e+07,3.33445e+06,7097,5.58933e+06
Aurora,4,271267,8.91293e+07,3.60821e+06,88774,5.71887e+06
Aurora,4,144933,8.98559e+07,3.42738e+06,621,5.73399e+06
Aurora,4,175288,9.49745e+07,3.2363e+06,10415,5.20686e+06
Aurora,4,143840,9.68131e+07,3.24504e+06,19505,5.11759e+06
Aurora,4,364106,8.2704e+07,3.12288e+06,22368,5.21195e+06
Aurora,4,235834,9.54191e+07,4.02304e+06,223592,5.64286e+06
Aurora,4,183271,9.2143e+07,3.35181e+06,5933,5.23731e+06
Aurora,4,52111,8.78813e+07,3.26144e+06,3695,5.12278e+06
Aurora,4,293594,9.37004e+07,3.22886e+06,31106,5.05118e+06
Aurora,4,6352,8.31471e+07,3.17812e+06,26066,4.97649e+06
Aurora,4,24136,9.39453e+07,3.30989e+06,88967,5.10784e+06
Aurora,4,41116,9.89986e+07,3.31414e+06,29911,5.26993e+06
Aurora,4,123533,9.39344e+07,3.18413e+06,7276,5.18528e+06
Aurora,4,375882,9.51142e+07,3.12719e+06,36861,4.97295e+06
Aurora,4,478383,8.80496e+07,3.29184e+06,48532,5.03444e+06
Aurora,4,194683,1.06453e+08,3.29265e+06,36544,5.22518e+06
Aurora,4,351814,1.02427e+08,3.22517e+06,57601,5.08943e+06
Aurora,4,197679,8.84734e+07,3.13637e+06,325124,5.30413e+06
Aurora,4,335078,8.20098e+07,3.20201e+06,78716,5.19812e+06
Aurora,4,201778,9.80216e+07,3.22448e+06,40131,5.13212e+06
Aurora,4,238374,9.0087e+07,3.25164e+06,14748,5.11913e+06
Aurora,4,390471,8.24217e+07,3.4118e+06,4733,5.20253e+06
Aurora,4,429484,9.79846e+07,3.36938e+06,14824,5.32565e+06
Aurora,4,474365,8.86366e+07,3.38255e+06,12580,5.2997e+06
Aurora,4,457536,8.70075e+07,3.13587e+06,17848,5.12835e+06
Aurora,4,7564,9.27342e+07,3.613e+06,18602,5.22273e+06
Aurora,4,457183,1.02143e+08,3.59654e+06,50073,5.04454e+06
Aurora,4,324609,8.48481e+07,3.16104e+06,6751,4.9918e+06
Aurora,4,265626,9.5726e+07,3.18848e+06,52220,4.97626e+06
Aurora,4,392819,8.30146e+07,3.22357e+06,9404,5.14271e+06
Aurora,4,374460,1.03412e+08,3.16434e+06,15103,5.24917e+06
Aurora,4,468574,9.37625e+07,3.49755e+06,7262,5.08686e+06
Aurora,4,87130,8.87687e+07,3.22926e+06,5093,5.00232e+06
Aurora,4,483090,8.47633e+07,3.2841e+06,6863,5.09725e+06
Aurora,4,253043,1.01251e+08,3.33176e+06,35086,5.10834e+06
Aurora,4,69713,9.29805e+07,3.41975e+06,11402,5.2076e+06
Aurora,4,73751,8.85563e+07,3.3131e+06,40237,5.07848e+06
Aurora,4,488762,9.62004e+07,3.17081e+06,112597,5.01986e+06
Aurora,4,306530,9.44548e+07,3.14360e+06,16829,5.0754e+06
Aurora,4,26623,8.89244e+07,3.20814e+06,34015,5.13249e+06
Aurora,4,109987,8.59231e+07,3.23748e+06,18544,5.09552e+06
Aurora,4,284979,1.02087e+08,3.25832e+06,2483,5.47059e+06
Aurora,4,472060,9.10194e+07,3.12065e+06,15504,5.13858e+06
Aurora,4,472953,9.75084e+07,3.20699e+06,14205,5.21458e+06
Aurora,4,271632,1.02186e+08,3.13138e+06,6187,5.0339e+06
Aurora,4,171634,1.05361e+08,3.12036e+06,13850,5.18221e+06
Aurora,4,298362,8.70687e+07,3.38148e+06,5167,5.16410e+06
Aurora,4,100523,8.80828e+07,3.17602e+06,113510,5.19153e+06
Aurora,4,303245,1.04759e+08,3.51065e+06,35309,5.25712e+06
Aurora,4,182334,9.09635e+07,3.34231e+06,9655,5.0898e+06
Aurora,4,374562,9.5114e+07,3.2997e+06,1321,5.28376e+06
Aurora,4,309941,9.81231e+07,3.2392e+06,13882,5.26918e+06
Aurora,4,146593,1.01496e+08,3.34098e+06,62196,5.01621e+06
Aurora,4,308774,1.04664e+08,3.21736e+06,43730,5.03063e+06
Aurora,4,299660,8.99254e+07,3.56859e+06,81494,5.74797e+06
Aurora,4,112958,9.55929e+07,3.38851e+06,27874,5.16094e+06
Aurora,4,405835,7.7811e+07,3.19195e+06,13560,5.99441e+06
Aurora,4,196877,9.03077e+07,3.1446e+06,18092,4.98938e+06
Aurora,4,301542,1.01491e+08,3.16836e+06,104137,5.13523e+06
Aurora,4,251350,8.90898e+07,3.3647e+06,6653,5.02056e+06
Aurora,4,66275,9.02591e+07,3.40380e+06,44256,5.31286e+06
Aurora,4,456020,8.65725e+07,3.199e+06,8874,5.00005e+06
Aurora,4,468961,8.36418e+07,3.26086e+06,10586,5.19075e+06
Aurora,4,206131,9.60189e+07,3.17999e+06,100231,5.09047e+06
Aurora,4,73854,8.51806e+07,3.48033e+06,3098,5.64721e+06
Aurora,4,205944,1.05146e+08,3.22389e+06,14941,5.66395e+06
Aurora,4,216855,8.45999e+07,3.20375e+06,31386,5.21795e+06
Aurora,4,7206,303181,3.13049e+06,886,5.10138e+06
Aurora,4,142394,9.73643e+07,3.45066e+06,20763,5.24357e+06
Aurora,4,97189,9.12496e+07,3.22493e+06,15964,5.21797e+06
Aurora,4,370397,1.02911e+08,3.40895e+06,34142,5.02711e+06
Aurora,4,162691,9.9728e+07,3.41963e+06,12422,5.04156e+06
Aurora,4,324374,1.03047e+08,3.29839e+06,580,5.25844e+06
Aurora,4,91049,1.00247e+08,3.26411e+06,13045,5.05086e+06
Aurora,4,408655,9.8757e+07,3.23451e+06,79903,5.3768e+06
Aurora,4,322384,8.47846e+07,3.43655e+06,108631,5.04501e+06
Aurora,4,80346,9.71206e+07,3.20449e+06,22823,4.97483e+06
Aurora,4,151395,9.99832e+07,3.12605e+06,5461,5.07211e+06
Aurora,4,265889,1.00549e+08,3.30984e+06,13579,5.08526e+06
Aurora,4,39268,9.59447e+07,3.25688e+06,548,5.37576e+06
Aurora,4,316561,8.67598e+07,4.0499e+06,40189,6.34206e+06
Aurora,4,484849,9.59447e+07,3.81732e+06,89115,5.06243e+06
Aurora,4,382327,9.05657e+07,3.21562e+06,54233,5.20032e+06
Aurora,4,445398,9.8275e+07,3.3388e+06,19633,5.12952e+06
Aurora,4,451047,1.00599e+08,3.54977e+06,102206,5.79661e+06
Aurora,4,488967,8.46614e+07,3.13354e+06,22176,5.1342e+06
Aurora,4,87488,8.85233e+07,3.28553e+06,6675,5.11684e+06
Aurora,4,416666,1.02336e+08,3.18564e+06,94491,5.28421e+06
Aurora,4,34297,9.76956e+07,3.2634e+06,17663,5.00377e+06
Aurora,4,140428,1.04231e+08,3.34372e+06,16099,5.16304e+06
Aurora,4,290285,8.1626e+07,3.36349e+06,46966,5.45727e+06
Aurora,4,51519,9.42939e+07,3.23856e+06,42676,5.10254e+06
Aurora,4,401347,9.67689e+07,3.4893e+06,10727,5.03411e+06
Aurora,4,442356,1.01476e+08,3.30493e+06,114489,4.98603e+06
Aurora,4,3904,8.58733e+07,3.36173e+06,8637,5.20509e+06
Aurora,4,493529,8.76605e+07,3.33628e+06,13980,5.10848e+06
Aurora,4,324103,1.02921e+08,3.28004e+06,20026,5.26445e+06
Aurora,4,205792,9.63493e+07,3.44494e+06,14266,5.1789e+06
Aurora,4,157295,9.75646e+07,3.28916e+06,5930,5.11818e+06
Aurora,4,415436,8.69911e+07,3.14476e+06,15525,4.98384e+06
Aurora,4,414187,1.00643e+08,3.12945e+06,302188,5.06912e+06
Aurora,4,359594,9.91301e+07,3.3476e+06,2661,5.02082e+06
Aurora,4,463393,9.41418e+07,3.17992e+06,39035,5.03491e+06
Aurora,4,13847,8.95854e+07,3.34782e+06,26807,5.22896e+06
Aurora,4,149503,9.9343e+07,3.28525e+06,40288,5.07924e+06
Aurora,4,154274,9.67837e+07,3.30403e+06,50855,5.28339e+06
Aurora,4,346999,9.54345e+07,3.26997e+06,11574,5.27351e+06
Aurora,4,420067,1.00786e+08,3.29696e+06,202620,5.12575e+06
Aurora,4,166981,1.06154e+08,3.20859e+06,10095,5.24267e+06
Aurora,4,38306,8.80019e+07,3.12605e+06,33414,5.12067e+06
Aurora,4,35987,7.86145e+07,3.65033e+06,19886,5.15991e+06
Aurora,4,318770,9.28274e+07,3.36561e+06,18588,5.6125e+06
Aurora,4,109381,9.748e+07,3.12417e+06,29331,5.19186e+06
Aurora,4,35623,8.85698e+07,3.40831e+06,8325,5.24593e+06
Aurora,4,473238,8.60474e+07,3.25768e+06,12581,5.20778e+06
Aurora,4,399205,9.87304e+07,3.26924e+06,79820,5.27159e+06
Aurora,4,91442,8.74792e+07,3.13454e+06,63516,4.9873e+06
Aurora,4,134062,9.74799e+07,3.34116e+06,28039,5.01565e+06
Aurora,4,338405,1.01145e+08,3.22948e+06,1699,5.0923e+06
Aurora,4,158520,1.01209e+08,3.3358e+06,566,5.57331e+06
Aurora,4,55450,8.83875e+07,3.12535e+06,58312,5.19972e+06
Aurora,4,448110,8.32354e+07,3.40983e+06,23014,5.15636e+06
Aurora,4,267828,1.01588e+08,3.33443e+06,40874,5.19275e+06
Aurora,4,231071,1.03444e+08,3.25216e+06,10983,5.43126e+06
Aurora,4,431568,9.02751e+07,3.43403e+06,64993,5.21192e+06
Aurora,4,178956,1.02523e+08,3.21918e+06,23070,4.99536e+06
Aurora,4,94126,8.31699e+07,3.24346e+06,53800,5.55055e+06
Aurora,4,122615,9.88611e+07,3.61656e+06,5156,5.82275e+06
Aurora,4,404894,9.93996e+07,3.40653e+06,53072,5.08132e+06
Aurora,4,260301,9.7944e+07,3.33803e+06,15035,5.00891e+06
Aurora,4,224074,9.7129e+07,3.4337e+06,18099,5.15601e+06
Aurora,4,479360,9.95532e+07,3.29763e+06,57836,5.18599e+06
Aurora,4,317833,8.28831e+07,3.12305e+06,62321,5.19446e+06
Aurora,4,493724,9.5115e+07,3.29211e+06,28192,5.17385e+06
Aurora,4,386831,1.03488e+08,3.12762e+06,10041,5.02567e+06
Aurora,4,84673,9.9121e+07,3.26895e+06,43003,5.07533e+06
Aurora,4,26744,9.87853e+07,3.22721e+06,105830,5.10647e+06
Aurora,4,311303,8.98196e+07,3.45471e+06,21147,5.71639e+06
Aurora,4,161257,9.7237e+07,3.20479e+06,12769,5.18683e+06
Aurora,4,22406,8.89685e+07,3.41226e+06,87779,5.19676e+06
Aurora,4,173751,9.49981e+07,3.14674e+06,60079,5.16543e+06
Aurora,4,18677,9.22548e+07,3.21945e+06,32359,5.35353e+06
Aurora,4,445678,9.80465e+07,3.57728e+06,108892,5.30718e+06
Aurora,4,21206,9.167e+07,3.35579e+06,8657,5.31592e+06
Aurora,4,297210,8.36948e+07,3.92277e+06,32098,5.21286e+06
Aurora,4,302233,1.02528e+08,3.30001e+06,1667,1.03457e+07
Aurora,4,171180,1.0776e+08,3.17492e+06,22292,5.20261e+06
Aurora,4,2432,8.52853e+07,3.10808e+06,15873,5.23934e+06
Aurora,4,17797,9.69867e+07,3.45476e+06,43035,5.01837e+06
Aurora,4,457414,8.57151e+07,3.31401e+06,24905,5.06928e+06
Aurora,4,110203,9.32987e+07,3.23493e+06,11826,5.08307e+06
Aurora,4,177333,1.01616e+08,3.2278e+06,17718,5.06455e+06
Aurora,4,344394,8.60298e+07,3.25941e+06,23373,5.19276e+06
Aurora,4,455103,8.4897e+07,3.81327e+06,269876,5.76104e+06
Aurora,4,125115,9.44406e+07,3.3711e+06,3285,4.96538e+06
Aurora,4,320074,9.58686e+07,3.13006e+06,60242,5.48507e+06
Aurora,4,28526,9.08089e+07,3.24572e+06,20630,4.97152e+06
Aurora,4,370799,8.93608e+07,3.13524e+06,52068,5.12508e+06
Aurora,4,424846,8.7339e+07,3.57219e+06,4561,5.26130e+06
Aurora,4,148101,9.50321e+07,3.13484e+06,18437,5.24710e+06
Aurora,4,351666,9.94156e+07,3.30964e+06,29088,5.04041e+06
Aurora,4,462009,9.6604e+07,3.28321e+06,46773,5.04781e+06
Aurora,4,249608,1.05597e+08,3.13324e+06,170541,5.16496e+06
Aurora,4,225285,1.02325e+08,3.23794e+06,29986,5.32052e+06
Aurora,4,51731,253224,3.2748e+06,678,5.02923e+06
Aurora,4,150961,9.80411e+07,3.18435e+06,10113,5.16513e+06
Aurora,4,213328,9.77678e+07,3.27222e+06,13092,5.08227e+06
Aurora,4,1038,8.91727e+07,3.35316e+06,5892,5.15688e+06
Aurora,4,295754,1.01777e+08,3.21042e+06,45221,4.99727e+06
Aurora,4,92547,619622,3.1342e+06,967,5.333e+06
Aurora,4,350521,1.00028e+08,3.14263e+06,4542,4.97327e+06
Aurora,4,383587,8.19645e+07,3.31456e+06,20924,5.09758e+06
Aurora,4,454348,1.00474e+08,3.29800e+06,58284,5.02236e+06
Aurora,4,27768,9.56147e+07,3.50824e+06,5808,5.46309e+06
Aurora,4,20932,7.99251e+07,3.43557e+06,37125,4.97966e+06
Aurora,4,327160,1.02882e+08,3.41542e+06,4264,5.119e+06
Aurora,4,96170,9.25357e+07,3.24412e+06,12618,5.10113e+06
Aurora,4,396361,8.25947e+07,3.12666e+06,7010,4.99022e+06
Aurora,4,404027,1.0023e+08,3.40412e+06,53908,5.16358e+06
Aurora,4,466440,8.89092e+07,3.26966e+06,8937,5.19327e+06
Aurora,4,133456,1.00361e+08,3.13736e+06,13785,5.08055e+06
Aurora,4,110559,8.56223e+07,3.13593e+06,64839,5.02496e+06
Aurora,4,98682,9.18874e+07,3.45769e+06,63143,5.03273e+06
Aurora,4,476129,1.02934e+08,3.1559e+06,31611,4.97276e+06
Aurora,4,29735,9.23767e+07,3.30477e+06,24730,5.21315e+06
Aurora,4,326921,9.61761e+07,3.24049e+06,73306,5.02894e+06
Aurora,4,429524,9.87745e+07,3.12706e+06,338137,5.47947e+06
Aurora,4,428948,8.74644e+07,3.96770e+06,172746,5.38418e+06
Aurora,4,192384,1.01516e+08,3.35153e+06,14728,5.15787e+06
Aurora,4,3780,8.86919e+07,3.23644e+06,575,5.04441e+06
Aurora,4,144278,8.55781e+07,3.20534e+06,49589,4.97824e+06
Aurora,4,354618,9.09004e+07,3.12673e+06,18518,5.16108e+06
Aurora,4,12794,9.04379e+07,3.2265e+06,26230,4.97336e+06
Aurora,4,392873,8.71424e+07,3.18092e+06,58622,4.97578e+06
Aurora,4,34718,9.07933e+07,3.44167e+06,21920,5.36302e+06
Aurora,4,277308,9.42259e+07,3.28416e+06,4525,5.13999e+06
Aurora,4,121553,8.92885e+07,3.27199e+06,32138,5.13074e+06
Aurora,4,213987,1.01937e+08,3.13073e+06,104119,5.1918e+06
Aurora,4,72648,9.93265e+07,3.12327e+06,9380,5.14525e+06
Aurora,4,13718,8.40821e+07,3.44056e+06,585,5.20205e+06
Aurora,4,176283,1.03084e+08,3.13867e+06,9382,5.45557e+06
Aurora,4,363287,7.74257e+07,3.10195e+06,3537,5.1266e+06
Aurora,4,443484,8.50091e+07,3.21885e+06,7491,4.96872e+06
Aurora,4,490353,9.19905e+07,3.17960e+06,23536,4.98297e+06
Aurora,4,76759,8.23035e+07,3.4306e+06,42599,5.40273e+06
Aurora,4,452340,9.48073e+07,3.4038e+06,8593,6.02245e+06
Aurora,4,394221,9.83612e+07,3.35595e+06,901,4.96857e+06
Aurora,4,241946,1.01331e+08,3.23995e+06,14844,5.13805e+06
Aurora,4,34797,9.64042e+07,3.19314e+06,43329,5.02515e+06
Aurora,4,49868,9.37855e+07,3.21579e+06,22478,5.18356e+06
Aurora,4,314664,9.38379e+07,3.15645e+06,5908,5.31513e+06
Aurora,4,5129,9.07867e+07,3.31531e+06,17059,5.11239e+06
Aurora,4,305818,9.34649e+07,3.12828e+06,9316,5.17433e+06
Aurora,4,427236,8.326e+07,3.30974e+06,183683,5.65692e+06
Aurora,4,109830,9.06813e+07,3.29409e+06,23146,5.35433e+06
Aurora,4,271278,8.75582e+07,3.19197e+06,55994,5.01755e+06
Aurora,4,175902,8.63803e+07,3.21944e+06,18955,5.13658e+06
Aurora,4,324211,1.00285e+08,3.12917e+06,23491,5.02739e+06
Aurora,4,308469,8.97535e+07,3.31664e+06,28268,5.10284e+06
Aurora,4,152903,9.92887e+07,3.3267e+06,18644,5.29696e+06
Aurora,4,318012,9.53485e+07,3.23403e+06,10789,4.98531e+06
Aurora,4,147340,9.94224e+07,3.26178e+06,41848,5.08415e+06
Aurora,4,195202,8.54194e+07,3.30844e+06,14808,5.20453e+06
Aurora,4,293149,1.07597e+08,3.27907e+06,21559,4.98914e+06
Aurora,4,351701,1.02293e+08,3.41586e+06,24768,6.29932e+06
Aurora,4,368982,9.21806e+07,3.73436e+06,4130,5.74172e+06
Aurora,4,184394,1.01901e+08,3.22632e+06,96925,5.36826e+06
Aurora,4,401387,9.9575e+07,3.33382e+06,51238,5.19599e+06
Aurora,4,256334,9.23029e+07,3.45412e+06,29569,5.03889e+06
Aurora,4,445793,8.19311e+07,3.16716e+06,14054,5.15298e+06
Aurora,4,126920,9.07418e+07,3.21302e+06,10377,5.03645e+06
Aurora,4,22558,9.1082e+07,3.17192e+06,26595,5.04827e+06
Aurora,4,140200,1.00966e+08,3.45739e+06,19390,5.04314e+06
Aurora,4,417554,9.93085e+07,3.17477e+06,53925,5.63092e+06
Aurora,4,451850,1.00321e+08,3.45898e+06,70820,4.97114e+06
Aurora,4,415190,8.18524e+07,3.13229e+06,26183,5.45698e+06
Aurora,4,487735,8.96439e+07,3.55126e+06,188798,5.14696e+06
Aurora,4,125504,9.32883e+07,3.34761e+06,22671,5.14405e+06
Aurora,4,407274,9.8456e+07,3.49396e+06,115574,5.30675e+06
Aurora,4,44263,9.82296e+07,3.40129e+06,13474,5.1951e+06
Aurora,4,64871,9.63207e+07,3.31089e+06,19970,5.08109e+06
Aurora,4,221605,1.01045e+08,3.31314e+06,19176,5.1302e+06
Aurora,4,204413,1.01222e+08,3.47835e+06,38040,5.14343e+06
Aurora,4,94134,8.52532e+07,3.21789e+06,81894,5.04802e+06
Aurora,4,203895,9.75697e+07,3.39008e+06,10034,4.96794e+06
Aurora,4,29784,8.90125e+07,3.14182e+06,87503,5.14654e+06
Aurora,4,354912,1.00952e+08,3.2776e+06,65367,5.14892e+06
Aurora,4,346466,1.00409e+08,3.2683e+06,16357,5.02691e+06
Aurora,4,400253,9.01804e+07,3.30392e+06,19175,5.0691e+06
Aurora,4,485428,9.43468e+07,3.49562e+06,7763,5.02151e+06
Aurora,4,486194,8.53253e+07,3.31905e+06,24051,4.97156e+06
Aurora,4,131216,9.41114e+07,3.63934e+06,32115,5.4338e+06
Aurora,4,281587,1.0465e+08,3.5779e+06,29840,6.07072e+06
Aurora,4,339181,8.54182e+07,3.27644e+06,4754,5.11427e+06
Aurora,4,342988,8.94515e+07,3.23223e+06,7101,5.78372e+06
Aurora,4,238907,1.04817e+08,3.12496e+06,1129,5.12475e+06
Aurora,4,14501,8.79814e+07,3.30339e+06,13664,5.22748e+06
Aurora,4,267247,8.31154e+07,3.14179e+06,30730,5.24052e+06
Aurora,4,236669,8.38133e+07,3.25817e+06,64884,5.02120e+06
Aurora,4,19879,8.80654e+07,3.35695e+06,890,5.02342e+06
Aurora,4,356266,9.22183e+07,3.20987e+06,265400,5.07265e+06
Aurora,4,459354,9.80884e+07,3.53398e+06,25032,5.31091e+06
Aurora,4,115182,9.53154e+07,3.15099e+06,8196,5.14355e+06
Aurora,4,113453,8.21897e+07,3.15458e+06,84732,5.1436e+06
Aurora,4,458058,8.08925e+07,3.29332e+06,989,5.16609e+06
Aurora,4,262822,1.00242e+08,3.38183e+06,15999,5.22152e+06
Aurora,4,123989,8.94922e+07,3.13001e+06,581,5.24649e+06
Aurora,4,308795,1.02018e+08,4.11454e+06,592,4.98783e+06
Aurora,4,198460,8.11512e+07,3.30043e+06,31564,5.25158e+06
Aurora,4,86522,9.12795e+07,3.26182e+06,18644,5.14348e+06
Aurora,4,20051,9.78092e+07,3.36093e+06,139321,5.19945e+06
Aurora,4,490634,8.85983e+07,3.67726e+06,14916,5.43347e+06
Aurora,4,164365,1.01746e+08,3.14735e+06,40267,5.08168e+06
Aurora,4,326592,8.11061e+07,3.28322e+06,8453,5.04986e+06
Aurora,4,318975,1.01706e+08,3.35234e+06,51330,5.0236e+06
Aurora,4,386633,9.911e+07,3.63146e+06,4943,5.7525e+06
Aurora,4,239056,9.6191e+07,3.42142e+06,251942,5.14227e+06
Aurora,4,269791,8.87924e+07,3.13095e+06,14884,5.17807e+06
Aurora,4,392070,8.72776e+07,3.38157e+06,37323,5.18222e+06
Aurora,4,30722,9.04528e+07,3.13428e+06,30337,5.41068e+06
Aurora,4,483852,9.48724e+07,3.41213e+06,109416,5.11716e+06
Aurora,4,98971,8.37686e+07,3.60273e+06,13554,5.70137e+06
Aurora,4,62724,9.06629e+07,3.33369e+06,144859,4.99226e+06
Aurora,4,357546,8.77856e+07,3.19035e+06,6104,5.18131e+06
Aurora,4,145971,9.75187e+07,3.20816e+06,9370,5.47774e+06
Aurora,4,458266,9.09965e+07,3.23898e+06,7001,5.47522e+06
Aurora,4,74008,9.48044e+07,3.12038e+06,84658,5.23760e+06
Aurora,4,467520,8.21359e+07,3.17217e+06,16956,5.12031e+06
Aurora,4,132161,9.79186e+07,3.41202e+06,10796,5.27609e+06
Aurora,4,318632,1.02672e+08,3.28678e+06,678,5.05856e+06
Aurora,4,316272,1.03011e+08,3.28466e+06,7424,5.1364e+06
Aurora,4,273569,8.97898e+07,3.50747e+06,11650,5.36578e+06
Aurora,4,341079,1.01039e+08,3.1632e+06,7440,5.36796e+06
Aurora,4,433645,9.74393e+07,3.26655e+06,23964,5.10474e+06
Aurora,4,146387,8.47828e+07,3.13262e+06,67840,5.09978e+06
Aurora,4,337750,1.01772e+08,3.32019e+06,9914,5.14464e+06
Aurora,4,491342,8.33652e+07,3.12927e+06,34256,5.02984e+06
Aurora,4,200801,1.00518e+08,3.32377e+06,19909,5.32549e+06
Aurora,4,148257,9.75503e+07,3.20119e+06,6904,5.2633e+06
Aurora,4,82794,9.18342e+07,3.45716e+06,38574,5.36063e+06
Aurora,4,284671,9.46913e+07,3.46739e+06,45870,5.04259e+06
Aurora,4,379794,9.19571e+07,3.18941e+06,45664,5.11583e+06
Aurora,4,348491,9.4746e+07,3.17486e+06,3737,4.97294e+06
Aurora,4,454690,9.74105e+07,3.13044e+06,11301,5.16773e+06
Aurora,4,390467,8.36189e+07,3.14858e+06,1726,5.27115e+06
Aurora,4,34545,8.65929e+07,3.16369e+06,9802,5.19997e+06
Aurora,4,170367,9.98439e+07,3.3002e+06,9785,5.05136e+06
Aurora,4,20595,8.61279e+07,3.25242e+06,179898,5.08447e+06
